"Headline","Publisher","Date"
"Weather: New Zealand in for thrashing as windy weather sweeps country","Newshub","2019-09-16"
"Big winds for central areas, heavy rain in the mountains, low-ish snow","Stuff.co.nz","2019-09-16"
"Weather: Heavy rain warnings and strong wind watches issued for South Island","New Zealand Herald","2019-09-16"
"Strong winds, cold nights on way for South","Otago Daily Times","2019-09-16"
"Weather: 'Shock to the system' as temperatures set to drop, rain and wind, too","New Zealand Herald","2019-09-16"
"Napier mayoral candidate David Hannay to have open heart surgery","New Zealand Herald","2019-09-16"
"The last Pakeha: how Auckland's superdiversity and ethnoburbs shape racism","Stuff.co.nz","2019-09-16"
"Suspect at large after man shot in central Auckland","Stuff.co.nz","2019-09-16"
"Man shot in Auckland's Mt Roskill, shooter still at large","TVNZ","2019-09-16"
"Police hunting offender after man shot in Mt Roskill","New Zealand Herald","2019-09-16"
"Photographer's shot of Air NZ plane crossing moon 'pure luck'","Stuff.co.nz","2019-09-16"
"Bluetooth technical advice on offer to drivers caught using their phone","Stuff.co.nz","2019-09-16"
"Vehicle flips in Invercargill crash","Otago Daily Times","2019-09-16"
"Car rolls in Invercargill CBD after crash at Yarrow and Kelvin street intersection","Stuff.co.nz","2019-09-16"
"Severe weather warnings issued around New Zealand","Newshub","2019-09-16"
"Person critical after Nelson highway crash","Stuff.co.nz","2019-09-16"
"Police criticise Dunedin wheelie bin riders","New Zealand Herald","2019-09-16"
"Police condemn group caught sliding down Dunedin street on wheelie bins","Newshub","2019-09-16"
"Police criticise bin riders","Otago Daily Times","2019-09-16"
"Auckland traffic live: Congestion builds on motorways amid morning commute","Stuff.co.nz","2019-09-16"
"Police appeal for information on missing Stratford man","TVNZ","2019-09-16"
"Police seek sightings of missing Taranaki man","Stuff.co.nz","2019-09-16"
"Police appeal for sightings of missing Stratford man","New Zealand Herald","2019-09-16"
"Petrol station supervisor steals $60k to help fund gambling addiction","New Zealand Herald","2019-09-16"
"Crash partially blocks State Highway 3A, Sentry Hill","Stuff.co.nz","2019-09-16"
"TV personality Mike King calls for suicide notes in 1000 Letters study","Stuff.co.nz","2019-09-16"
"Man suffers 'serious' electric shock in crane in Auckland's CBD","Stuff.co.nz","2019-09-16"
"Man disappears while snorkelling off the Makorori Coast","Newshub","2019-09-16"
"Fears for man who was last seen snorkelling with friends","New Zealand Herald","2019-09-16"
"Emergency services called to Morrinsville College","Stuff.co.nz","2019-09-16"
"Surveyor to check Welsh street","Otago Daily Times","2019-09-16"
"Going to get the measure of Wales: Steep street fight gets serious","New Zealand Herald","2019-09-16"
"Surveyor disputes Guinness World Records, says Baldwin Street may still be steepest","Newshub","2019-09-16"
"Million-dollar win for Auckland Lotto punter","New Zealand Herald","2019-09-16"
"Wellington commuters warned more transfers could be required under proposed mass transit system","Stuff.co.nz","2019-09-16"
"Hub birth heightens concerns","New Zealand Herald","2019-09-16"
"Auckland student diagnosed with breast cancer just months before her graduation","Stuff.co.nz","2019-09-16"
"Rush hour crash closes delays near Morrinsville","Stuff.co.nz","2019-09-16"
"Speed limit changes: The slower Auckland Transport goes, the bigger the mess","Stuff.co.nz","2019-09-16"
"Nelson and Tasman bus rides free for world car free weekend","Stuff.co.nz","2019-09-16"
"Delays expected as Auckland's metro railway gets an upgrade","Stuff.co.nz","2019-09-16"
"A coastal paradise, Abel Tasman National Park forced to adapt to rising sea levels","Stuff.co.nz","2019-09-16"
"One burnt in Waikato house fire","Stuff.co.nz","2019-09-16"
"Snow for Milford, alpine passes clear","Otago Daily Times","2019-09-16"
"Snow warnings lifted for alpine passes | Star News","Otago Daily Times","2019-09-16"
"Christchurch mosque shootings six months on: PM praises victims' families 'extraordinary' response","New Zealand Herald","2019-09-16"
"Christchurch shootings, six months on: 'You'll never be able to go back to March 14'","Newshub","2019-09-16"
"Scepticism and enthusiasm for new gun laws as buy-back figures approach 20000","Stuff.co.nz","2019-09-16"
"Motorcyclist airlifted off Motiti Island to Tauranga Hospital after hitting cow","New Zealand Herald","2019-09-16"
"Auckland mayoral hopeful promises a monorail","Newshub","2019-09-16"
"Freshwater plan 'not just a farming package' - Federated Farmers","TVNZ","2019-09-16"
"Dangerous Royal Oak roundabout's potential $1 million upgrade","Stuff.co.nz","2019-09-16"
"Hundreds join Jasmine Wilson's friends and family in Whanganui vigils","Stuff.co.nz","2019-09-16"
"Former Block winners Alice and Caleb are judging best Kiwi bach","Stuff.co.nz","2019-09-16"
"Baby gear lost in early-morning garage blaze in Gore","Stuff.co.nz","2019-09-16"
"Gore garage badly damaged in fire","Otago Daily Times","2019-09-16"
"Vaping is 'a real danger' and needs regulation","Stuff.co.nz","2019-09-16"
"'Putting the pieces together': Man who lost father in Christchurch mosque attacks struggling to move forward","Newshub","2019-09-16"
"Christchurch shooting: Victims would 'never sanction' revenge attacks - Al Noor mosque spokesperson","Newshub","2019-09-16"
"Six months on after the Christchurch terror attack, aroha at Linwood","Stuff.co.nz","2019-09-16"
"A Moment In Crime: Herald true crime podcast launched with a look back at the Christchurch terror attack","New Zealand Herald","2019-09-16"
"Christchurch terror attacks: Survivors still healing six months on","Newshub","2019-09-16"
"Plunket nurses agree to pay deal","New Zealand Herald","2019-09-16"
"Plunket nurses agree landmark pay deal","Otago Daily Times","2019-09-16"
"Covering Climate Now: The climate crisis is a mainstream concern","Stuff.co.nz","2019-09-16"
"Secrets of illegal medicinal cannabis users","New Zealand Herald","2019-09-16"
"The New Zealand businesses betting big on medical marijuana","Newshub","2019-09-16"
"Recipe: Chicken Korma Curry - My Food Bag","Stuff.co.nz","2019-09-16"
"Your weather: Spring showers, but at least it's drier than yesterday","New Zealand Herald","2019-09-16"
"Annual growth of house prices in Feilding rockets up","Stuff.co.nz","2019-09-16"
"Compulsory New Zealand history curriculum will 'open Pandora's box'","Stuff.co.nz","2019-09-16"
"Class reunites after 60 years to celebrate teacher's 90th birthday","Stuff.co.nz","2019-09-16"
"Shrinking swollen arms the aim of Waikato trial targeting breast cancer side effect","Stuff.co.nz","2019-09-16"
"Fourth annual disability pride week to start in Wellington, hopes of national festival by 2020","Stuff.co.nz","2019-09-16"
"Two-week extension for new freshwater rules consultation period","Stuff.co.nz","2019-09-16"
"Jacinda Ardern to formally meet with Donald Trump for the first time","Stuff.co.nz","2019-09-17"
"Government unveils new work visa rules including reinstating ability for lower-paid workers to bring in families","New Zealand Herald","2019-09-17"
"Labour Party lead investigator insists he wasn't told about sexual assault allegations","Newshub","2019-09-17"
"Labour scandal: Party to conduct two separate inquiries into sexual assault allegations","Stuff.co.nz","2019-09-17"
"Labour investigator: No one told me about sexual assault complaints","New Zealand Herald","2019-09-17"
"Tova O'Brien: PM Jacinda Ardern needed to act sooner on sexual assault allegations","Newshub","2019-09-17"
"Serious questions about leadership","Otago Daily Times","2019-09-17"
"MPI gives provisional green light to live cattle boat","Stuff.co.nz","2019-09-17"
"'He's a barbarian': Maori tribe bans replica of Captain Cook's ship from port","The Guardian","2019-09-17"
"Replica Endeavour to skip Mangonui during Captain Cook commemoration due to iwi anger","Newshub","2019-09-17"
"Replica of Captain Cook's Endeavour is BANNED from landing in New Zealand","Daily Mail","2019-09-17"
"Wairarapa commuter train hit by tree brought down in high winds","Stuff.co.nz","2019-09-17"
"Tree topples on to train, injuring driver","Otago Daily Times","2019-09-17"
"One person injured after tree falls on train in Wellington; Wairarapa line suspended","TVNZ","2019-09-17"
"Train driver bloodied and bruised as tree smashes through locomotive windscreen","Stuff.co.nz","2019-09-17"
"Ihumatao protest: meet the 'protectors' still occupying the site","Stuff.co.nz","2019-09-17"
"Farmers overstating the impact of freshwater reform proposals - report","Stuff.co.nz","2019-09-17"
"Waterway clean up won't harm economy, NZIER says","New Zealand Herald","2019-09-17"
"Eight helicopters battle large vegetation fire in hills above Dunedin","TVNZ","2019-09-17"
"Fire crews battling large blaze at Christchurch primary school","New Zealand Herald","2019-09-17"
"Four classrooms gutted by fire at Christchurch's Russley School","Stuff.co.nz","2019-09-17"
"Classrooms gutted after fire | Star News","Otago Daily Times","2019-09-17"
"Christchurch primary school closed after fire destroys classrooms - 'It's a major blow for the school'","TVNZ","2019-09-17"
"At least two classrooms destroyed in fire at Christchurch's Russley Primary School","Newshub","2019-09-17"
"Andy Foster gets another entertainment name backing Wellington Mayoral campaign","Stuff.co.nz","2019-09-17"
"Local elections 2019: Watch the Wellington mayoral debate in full","Stuff.co.nz","2019-09-17"
"Gisborne iwi refuse to hold powhiri for replica of Cook's ship Endeavour","New Zealand Herald","2019-09-17"
"Gisborne iwi refusing to hold powhiri for replica of Cook's ship Endeavour","TVNZ","2019-09-17"
"Parliament 'whisky vs gin' cancer fundraiser is 'disturbing' say health experts","Stuff.co.nz","2019-09-17"
"Imperial Homes director wants to avoid court and repay customers charged extras","New Zealand Herald","2019-09-17"
"Shoppers lash out at vegan protest inside Countdown St Lukes","Newshub","2019-09-17"
"Watch: Shoppers hit out as vegan protesters storm St Lukes supermarket","New Zealand Herald","2019-09-17"
"IPCA clears police response after three vehicles drove past hit and run scene","New Zealand Herald","2019-09-17"
"Police vehicles passed seriously injured woman hit by fleeing driver in Auckland, IPCA says","Stuff.co.nz","2019-09-17"
"Three police vehicles passed seriously injured woman hit by fleeing driver in Auckland, IPCA says","Stuff.co.nz","2019-09-17"
"Families allowed home; fire under control","Otago Daily Times","2019-09-17"
"Fire in Dunedin hills 'suspicious': FENZ","New Zealand Herald","2019-09-17"
"Dunedin's western hills blaze treated as suspicious","RNZ","2019-09-17"
"Fire in Dunedin hills 'suspicious'","Otago Daily Times","2019-09-17"
"All evacuees return as fire crews 'mop up' Dunedin scrub fire","Stuff.co.nz","2019-09-17"
"Duo jailed for spate of armed cash van robberies, motel 'home invasion'","New Zealand Herald","2019-09-17"
"The Detail: What's behind south Auckland's recent crime spike?","Stuff.co.nz","2019-09-17"
"Paula Bennett to Jacinda Ardern: Come clean on Labour staffer's payout","New Zealand Herald","2019-09-17"
"Alison Mau: Labour sex assault group's masterful moves - and what they want next","Stuff.co.nz","2019-09-17"
"Andrew Dickens: Politicians are no longer everyday New Zealanders","Newstalk ZB","2019-09-17"
"Labour sexual assault allegations: Will more heads roll?","Newshub","2019-09-17"
"Sorting facts in the Labour sex abuse scandals","Stuff.co.nz","2019-09-17"
"Defence Force tries to suppress note revealing Defence Minister concerns","Stuff.co.nz","2019-09-17"
"Video showed civilian deaths in Afghanistan possible: top SAS officer tells probe","New Zealand Herald","2019-09-17"
"Operation Burnham inquiry: Top military official says possible civilian casualties were due to mechanical gun fault","Newshub","2019-09-17"
"SAS commander says he wrongly dismissed possible civilian casualties due to misunderstood acronym","Stuff.co.nz","2019-09-17"
"Duncan Garner: Heat is on Grant Robertson over Labour sexual assault allegations","Newshub","2019-09-17"
"Labour scandal: Simon Bridges says review must include Beehive or it will be a 'whitewash'","Stuff.co.nz","2019-09-17"
"National Leader Simon Bridges says Labour's sex assault review at risk of being 'whitewash'","New Zealand Herald","2019-09-17"
"Man charged with murder of Taylor-Jade Hira has been named","New Zealand Herald","2019-09-17"
"Man pleads not guilty to charges related to death of Whanganui woman Jasmine Wilson","New Zealand Herald","2019-09-17"
"Historic attempted murder trial: Jury returns verdict for Warren Uata Kiwi","New Zealand Herald","2019-09-17"
"Matthew Hooton: Nothing behind Prime Minister Jacinda Ardern's words","New Zealand Herald","2019-09-17"
"Police appeal to public for help following fiery fatal crash in south Auckland","Stuff.co.nz","2019-09-17"
"Dimetrius Pairama murder trial: Accused apologises to victim's family","Stuff.co.nz","2019-09-17"
