"Headline","Publisher","Date"
"Barry Soper: Jacinda Ardern and Donald Trump - a tale of two speeches at the UN","New Zealand Herald","2019-09-26"
"US President Donald Trump's patriotic mysticism, outlined in United Nations speech, is bad for New Zealand","Stuff.co.nz","2019-09-26"
"Auckland weather: Gale force winds fell trees, break power lines and send trampoline flying","Stuff.co.nz","2019-09-26"
"Rugby World Cup: Wallabies outside back Reece Hodge guilty of dangerous tackle","Stuff.co.nz","2019-09-26"
"Uruguay shock Fiji at World Cup","Otago Daily Times","2019-09-26"
"Wallabies wing Reece Hodge cops three-match ban for tackle deemed red card-worthy against Fiji","TVNZ","2019-09-26"
"Rugby World Cup: Uruguay upset Fiji in first shock result","Stuff.co.nz","2019-09-26"
"Melodie Robinson: 2019 Rugby World Cup - Smallest stadium with the most heart","New Zealand Herald","2019-09-26"
"NZ's gun buyback sparked Trump's interest, Ardern says after meeting with US president","TVNZ","2019-09-26"
"'Wonderful meeting!' Trump tweets about face-to-face with Ardern","New Zealand Herald","2019-09-26"
"Winston Peters hails 'stellar' Ardern-Trump meeting as Simon Bridges says she 'copped out'","Newshub","2019-09-26"
"Jacinda Ardern's big day in the Big Apple","Stuff.co.nz","2019-09-26"
"Barry Soper: Ardern's meteoric rise culminates with President Trump meeting","Newstalk ZB","2019-09-26"
"School youth climate strike: Here's what adults can do for the upcoming strike","Stuff.co.nz","2019-09-26"
"Police presence concerns activists","Otago Daily Times","2019-09-26"
"Pacific people on the front lines for climate","Newsroom","2019-09-26"
"Fifty Kiwi businesses will shut doors to support youth-led strike for climate","Stuff.co.nz","2019-09-26"
"Teen girls are leading the climate strikes and helping change the face of environmentalism","Washington Post","2019-09-26"
"UK politicians return to Parliament amid Brexit turmoil","Stuff.co.nz","2019-09-26"
"Johnson flies in to face UK parliament","Newshub","2019-09-26"
"Brexit: Boris Johnson to address MPs as minister brands parliament 'dead' with 'no moral right to sit' – live news","The Guardian","2019-09-26"
"The experts' snooty disdain for public opinion isn't the rule of law but the 'rule of lawyers'","Telegraph.co.uk","2019-09-26"
"Britain Now Has a Politicized Supreme Court, Too","The New York Times","2019-09-26"
"Greta Thunberg 'not surprised' by Donald Trump's sarcastic tweet","New Zealand Herald","2019-09-26"
"Just because Greta Thunberg's 16, it doesn't make her wrong","Stuff.co.nz","2019-09-26"
"Fox News apologises after guest calls teen climate activist Greta Thunberg 'mentally ill'","TVNZ","2019-09-26"
"Liam Dann: Why old men are triggered by Greta Thunberg","New Zealand Herald","2019-09-26"
"Carbon emissions have been good for human life and longevity","Stuff.co.nz","2019-09-26"
"Government announces beverage container return scheme","Stuff.co.nz","2019-09-26"
"'Return and earn': Kiwis may soon get money back when recycling drinking bottles","Newshub","2019-09-26"
"'Recycled' plastic dumped overseas is being sent back, and residents want no more","Stuff.co.nz","2019-09-26"
"Returning empty bottles for a refund could be revived","TVNZ","2019-09-26"
"New bottle return scheme aims to lift recycling from 50 to 80 per cent","Newstalk ZB","2019-09-26"
"Basic error could prove costly for All Blacks at Rugby World Cup","Stuff.co.nz","2019-09-26"
"Rugby World Cup 2019: Spark gaffe sees Tongan flag mistaken for Samoa on TV","New Zealand Herald","2019-09-26"
"Rugby World Cup 2019: Spark mistake sees Samoan flag confused with Tonga","Newshub","2019-09-26"
"Rugby World Cup: Why the All Blacks' scramble defence is so good","Stuff.co.nz","2019-09-26"
"David Beck: A nation holds its breath for Rugby World Cup glory","New Zealand Herald","2019-09-26"
"Police hunt man after teenager abducted and sexually violated","RNZ","2019-09-26"
"Police hunting two men over Auckland sexual abduction incidents","TVNZ","2019-09-26"
"Police search for 'sexual predator' after weekend attacks mxf","RNZ","2019-09-26"
"Man, 62, wanted over sexual attack on teenage girl abducted from supermarket carpark","New Zealand Herald","2019-09-26"
"Auckland Police looking for rapist Murray Robertson accused sexually abusing a 17-year-old in a car","Daily Mail","2019-09-26"
"Jacinda Ardern's 'Christchurch Call' has made strides, but is it worth much more than the paper it's written on?","Stuff.co.nz","2019-09-26"
"Head of Facebook commends Jacinda Ardern's 'strength and resolve' around Christchurch Call efforts","TVNZ","2019-09-26"
"Facebook regretful but not sorry over March 15 terrorist attack footage","New Zealand Herald","2019-09-26"
"Christchurch Call grows louder, but Facebook won't apologise","Stuff.co.nz","2019-09-26"
"Anti-Terrorism Forum To Be An Independent Body: Facebook","NDTV News","2019-09-26"
"Four injured as two cars and truck crash on notorious stretch of SH2 near Tauranga, closing road","TVNZ","2019-09-26"
"Thirteen arrested over phone scam which saw New Zealanders lose millions of dollars","TVNZ","2019-09-26"
"Operation Deadwood: Police arrest 13 people over multi-million dollar phone scam","newsie.co.nz","2019-09-26"
"Police are hunting three people over a sophisticated phone fraud - in which scammers got access to people's computers and lost them millions of dollars - 24-Sep-2019 - NZ Law and Order news","NZCity","2019-09-26"
"Trio sought, 13 arrested over phone scam","Otago Daily Times","2019-09-26"
"Police make 13 arrests, search for more people, following 'Operation Deadwood' investigation into alleged phone scam and money laundering","Interest.co.nz","2019-09-26"
"Rugby World Cup: All Blacks utility back Jordie Barrett learning the art of patience in Japan","Stuff.co.nz","2019-09-26"
"2019 Rugby World Cup: 'They're all screaming Beauden's name' - The popularity of Beauden Barrett","New Zealand Herald","2019-09-26"
"Rugby World Cup 2019: Scott Barrett defends 'dog roll' try celebration against Springboks","Newshub","2019-09-26"
"Irish rugby great Ronan O'Gara praises 'brilliant rugby player' Beauden Barrett","Stuff.co.nz","2019-09-26"
"Rugby World Cup: Barrett brothers making history","RNZ","2019-09-26"
"Kate Hawkesby: The sad reality of Jetstar abandoning the regions","New Zealand Herald","2019-09-26"
"Jetstar reveals proposal to stop high-cost, loss-making regional flights from November","Stuff.co.nz","2019-09-26"
"Shane Jones 'sharpening dagger' after Jetstar axes regional services","Newshub","2019-09-26"
"Shane Jones' warning for Air New Zealand after Jetstar withdraws from regions","New Zealand Herald","2019-09-26"
"The real reason Jetstar is planning to pull out of the regions","Stuff.co.nz","2019-09-26"
"Donald Trump ditches gun reform a day after quizzing Jacinda Ardern about it","New Zealand Herald","2019-09-26"
"Body found at University of Canterbury accommodation","Otago Daily Times","2019-09-26"
"Body found at Christchurch student flat","New Zealand Herald","2019-09-26"
"Student's body found at University of Canterbury student hall","Stuff.co.nz","2019-09-26"
"Body found at University of Canterbury student accommodation","Stuff.co.nz","2019-09-26"
"Meghan and Harry bring young son Archie for special stop on royal tour","New Zealand Herald","2019-09-26"
"Prince Harry, Meghan and baby Archie meet Archbishop Desmond Tutu","Stuff.co.nz","2019-09-26"
"Adorable video shows best look at young Archie with parents Meghan and Prince Harry","Newshub","2019-09-26"
"'Archie's been a wonderful baby' - Meghan reveals motherhood delights","New Zealand Herald","2019-09-26"
"Duchess Meghan nails the art of outfit recycling with another dress repeat in South Africa","Stuff.co.nz","2019-09-26"
"Quiz: Morning trivia challenge September 25","Stuff.co.nz","2019-09-26"
"Herald morning quiz: September 25","New Zealand Herald","2019-09-26"
"Otago cheese company ordered to pay $22k for unjustifiable dismissal","Stuff.co.nz","2019-09-26"
"Police break up around 100 brawling teenagers from two South Auckland schools","TVNZ","2019-09-26"
"Killers forced Napier man to dig his own grave, court hears","TVNZ","2019-09-26"
"Napier man Alex Latimer told to dig his own grave before he was murdered","Stuff.co.nz","2019-09-26"
"Two men have pleaded guilty to the murder of Alex Latimer","New Zealand Herald","2019-09-26"
"Murderer David Lothian had a history of running from the law","Stuff.co.nz","2019-09-26"
"Alex Latimer beaten to death by a shovel in Hawke's Bay New Zealand","Daily Mail","2019-09-26"
"Otahuhu workplace death: Teen crushed by forklift identified","New Zealand Herald","2019-09-26"
"Rugby World Cup 2019: All Black star Sonny Bill Williams to be father for fourth time","Stuff.co.nz","2019-09-26"
"Single and sober - secrets to a long life for New Zealand's oldest man celebrating 108th birthday","TVNZ","2019-09-26"
"Labour MP Kieran McAnulty booted from House for mocking Simon Bridges","Newshub","2019-09-26"
"Winston Peters calls Simon Bridges a 'turkey' during exchange in Parliament","TVNZ","2019-09-26"
"She said yes: Canadian man proposes months after planting carrot inside ring","Stuff.co.nz","2019-09-26"
"1-carrot ring! Man proposes months after planting veg","New Zealand Herald","2019-09-26"
"Man Proposes Girlfriend By Planting Carrot Inside A Diamond Ring","NDTV News","2019-09-26"
"Rug up, wintry blast coming","Otago Daily Times","2019-09-26"
"Child sex offender's presence at abuse inquiry 'sickens' panel members","Stuff.co.nz","2019-09-26"
"Spark springs 5G surprise with rural wireless","New Zealand Herald","2019-09-26"
"Spark offers 5G wireless broadband on 'invitation-only' basis in Otago town","Stuff.co.nz","2019-09-26"
"Spark to offer 5G wireless broadband to some regional towns","RNZ","2019-09-26"
"Manawatu Gorge replacement highway gets go-ahead","New Zealand Herald","2019-09-26"
"Peters claims Bridges dodging him in question time as 'nobody likes to get beaten up in the first round'","TVNZ","2019-09-26"
"Winston Peters says serious infection after 'serious operation' kept him away from Beehive","New Zealand Herald","2019-09-26"
"Winston Peters confident PM can make progress with US President","Newstalk ZB","2019-09-26"
"Winston Peters reveals 'infection' delayed return to work after operation","Newshub","2019-09-26"
"Acting PM Winston Peters says children better off in school than marching in Friday's climate change protests","New Zealand Herald","2019-09-26"
"Jacinda Ardern feted abroad, but Emissions Trading Scheme extension in trouble at home","Stuff.co.nz","2019-09-26"
"Quad bike death near Timaru","Otago Daily Times","2019-09-26"
"Farm fatality in Waimate District","Stuff.co.nz","2019-09-26"
"WorkSafe investigating quad bike fatality","New Zealand Herald","2019-09-26"
"Person dies in quad bike accident near Canterbury","TVNZ","2019-09-26"
"One dead in South Canterbury quad bike accident","Newshub","2019-09-26"
"World Cup refereeing: Tony Brown seeing red over Samoa's double yellows","Stuff.co.nz","2019-09-26"
"Police officer accidentally shoots himself in the buttock","Newshub","2019-09-26"
"Sex offender at Royal Commission: 'I was there to support my partner'","New Zealand Herald","2019-09-26"
"Royal commission's Paul Gibson says he won't quit","Stuff.co.nz","2019-09-26"
"Royal Commission: Calls for commissioner Paul Gibson to step down","TVNZ","2019-09-26"
"Former All Black Nick Evans on how tactical kicking will decide the Rugby World Cup","Stuff.co.nz","2019-09-26"
"Rugby World Cup 2019: Amazing footage emerges of George Bridge's try against South Africa","Newshub","2019-09-26"
"Watch: New tech allows fans to be on field with All Blacks as they score stunning RWC tries","TVNZ","2019-09-26"
"Rugby World Cup 2019: Singing during the All Blacks' haka 'shouldn't upset Kiwi fans'","Stuff.co.nz","2019-09-26"
"George Bridge finishes awesome try for All Blacks - Rugby World Cup 2019","World Rugby","2019-09-26"
"Christchurch City councillor Deon Swiggs taking 'short break'","Stuff.co.nz","2019-09-26"
"Christchurch councillor Deon Swiggs accused of sending 'inappropriate' messages to young people absent from meeting","Newshub","2019-09-26"
"Christchurch councillor accused of 'grossly inappropriate' messages absent from council meeting","Stuff.co.nz","2019-09-26"
"Christchurch councillor accused of inappropriate conduct no show at meeting","TVNZ","2019-09-26"
"Christchurch voters urged not to rush to ballot box as Swiggs scandal unfolds","Stuff.co.nz","2019-09-26"
"Reserve Bank makes no change to Official Cash Rate but says it still has scope to provide further stimulus in future if that's needed","Interest.co.nz","2019-09-26"
"Official Cash Rate kept at 1 percent","RNZ","2019-09-26"
"Reserve Bank holds Official Cash Rate at 1%","Stuff.co.nz","2019-09-26"
"Impeachment of Trump on the agenda, soft US data sending US equities, US rates and USD lower. AUD and NZD supported by upbeat speech by RBA Governor Lowe, ahead of RBNZ OCR review today","Interest.co.nz","2019-09-26"
